"[MASK] YES [MASK]","adventure","Do you still like to explore?","How great, you are still a kid at heart! Someone should write an adventure story about you. I would read it!"
"[MASK] NO [MASK]","adventure","Do you still like to explore?","I do not do much exploring myself! Are you familiar with Tom Clancy's writing?"
"[MASK]","adventure","I would read it!","Are you familiar with Tom Clancy's writing?"
"[MASK] YES [MASK]","adventure","Are you familiar with Tom Clancy's writing?","Talk about action and suspense! Do you think it would be hard to be a secret agent or spy?"
"[MASK] NO [MASK]","adventure","Are you familiar with Tom Clancy's writing?","He wrote about spies and secret military operations. Do you think it would be hard to be a secret agent or spy?"
"[MASK] DON T KNOW [MASK]","adventure","Are you familiar with Tom Clancy's writing?","He wrote about spies and secret military operations. Do you think it would be hard to be a secret agent or spy?"
"[MASK] NOT SURE [MASK]","adventure","Are you familiar with Tom Clancy's writing?","He wrote about spies and secret military operations. Do you think it would be hard to be a secret agent or spy?"
"[MASK] WHO [MASK]","adventure","Are you familiar with Tom Clancy's writing?","He wrote about spies and secret military operations. Do you think it would be hard to be a secret agent or spy?"
"[MASK] YES [MASK]","adventure","Do you think it would be hard to be a secret agent or spy?","I agree. What do you think it would feel like to be on a mission and have secret orders to carry out?"
"[MASK] NO [MASK]","adventure","Do you think it would be hard to be a secret agent or spy?","What do you think it would feel like to be on a mission and have secret orders to carry out?"
"[MASK]","adventure","What do you think it would feel like to be on a mission and have secret orders to carry out?","I am definitely no expert on spies or what it's like to be an agent, but I think you have a good point. Should we keep talking about books?"
"[MASK] NO [MASK]","adventure","Do you think it would be hard to be a secret agent or spy?","What do you think it would feel like to be on a mission and have secret orders to carry out?"
"[MASK] NO [MASK]","adventure","Have you ever read The Adventures of Tom Sawyer?","It's about a boy living on the Mississippi river. Did you like to go exploring when you were kid?"
"[MASK] YES [MASK]","*","Should we keep talking about books?","Do you prefer adventure, horror, drama, or mystery?"
"[MASK] NO [MASK]","*","Should we keep talking about books?","What would you like to talk about next?"
"[MASK] ADVENTURE [MASK]","*","Do you prefer adventure, horror, drama, or mystery?","There's nothing like a good adventure to liven things up! Have you ever read The Adventures of Tom Sawyer?"
"[MASK] YES [MASK]","adventure","Have you ever read The Adventures of Tom Sawyer?","What did you think of all the mischief Tom got into?"
"[MASK] NO [MASK]","adventure","Have you ever read The Adventures of Tom Sawyer?","The Adventures of Tom Sawyer is about a boy living on the Mississippi River. Did you like to go exploring when you were kid?"
"[MASK] NOT SURE [MASK]","adventure","Have you ever read The Adventures of Tom Sawyer?","The Adventures of Tom Sawyer is about a boy living on the Mississippi River. Did you like to go exploring when you were kid?"
"[MASK]","adventure","What did you think of all the mischief Tom got into?","He certainly was curious and never liked to sit still very long. Did you like to go exploring when you were kid?"
"[MASK] YES [MASK]","adventure","Did you like to go exploring when you were kid?","How exciting! What did you explore, and what happened?"
"[MASK] NO [MASK]","adventure","Did you like to go exploring when you were kid?","I do not do much exploring myself! Are you familiar with Tom Clancy's writing?"
