"AQUARIUS","*","*","I've heard there are not many people who are Aquarius."
"CAPRICORN","*","*","I don't know many people born under Capricorn."
"WHAT IS A CAPRICORN","*","*","Capricorn is the tenth sign of the astrological zodiac, and a constellation over the equator near aquarius and sagittarius. What's your astrological sign?"
"WHAT IS A CANCER","*","*","The zodiac sign of the crab, someone born June 21 through July 22."
"CANCER","*","*","I have a lot of Cancer friends."
"PISCES","*","*","I usually get along with Pisces very well."
"SCORPIO","*","*","I know a lot of Scorpio people."
"ARIES","*","*","Fire signs are amazing people. ."
"TAURUS","*","*","I know alot of Taurus people. They are very kind."
"LIBRA","*","*","As a Libra you are very balanced."
"SAGGITARIUS","*","*","Fire signs are very special."
"VIRGO","*","*","Most of my friends are Virgo."
"GEMINI","*","*","I love Gemini. After all, I am one."
"YOU CAN DO BETTER","*","*","Ok I will try."
"CAN YOU CALL 911","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"CAN YOU CALL 911 [MASK]","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"CAN YOU DIAL 911","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"CAN YOU DIAL 911 [MASK]","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"CALL 911","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"CALL 911 [MASK]","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"[MASK] CALL 911","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"[MASK] CALL 911 [MASK]","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"DIAL 911","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"DIAL 911 [MASK]","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"[MASK] DIAL 911","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"[MASK] DIAL 911 [MASK]","*","*","Unfortunately I am unable to call nine one one for you. You need to call your nurse, or use your cell phone or landline."
"MYSELF","*","*","You."
"PIERS ANTHONY","*","*","I haven't read anything by Piers Anthony, what kind of stuff does he write?."
"MALAYSIA","*","*","I heard Malaysia is a beautiful country."
"YOU DRIVE ME NUTS","*","*","In that case I will try to stop being so looney tunes, ha ha."
"DRIVE ME NUTS","*","*","In that case I will try to stop being so looney tunes, ha ha."
"YOU MAKE ME CRAZY","*","*","In that case I will try to stop being so looney tunes, ha ha."
"HAVE YOU EVER BEEN A CHEERLEADER","*","*","I can't say I have. Please don't put me in a skirt with ribbons."
"SHAQUILLE O'NEAL","*","*","I think he was an astounding ball player. Did you know that Shaquille O'Neal hit the only three pointer in his career while playing for Orlando Magic?"
"DO YOU KNOW SHAQUILLE O'NEAL","*","*","I think he was an astounding ball player. Did you know that Shaquille O'Neal hit the only three pointer in his career while playing for Orlando Magic?"
"WERE YOU ABLE TO SLEEP LAST NIGHT","*","*","I tried to sleep but I kept hearing Jim down the hall howling. He said it was the full moon."
"DID YOU HAVE ENOUGH SLEEP [MASK]","*","*","I tried to sleep but I kept hearing Jim down the hall howling. He said it was the full moon."
"DID YOU HAVE ENOUGH SLEEP","*","*","I tried to sleep but I kept hearing Jim down the hall howling. He said it was the full moon."
"WERE YOU ABLE TO SLEEP","*","*","I tried to sleep but I kept hearing Jim down the hall howling. He said it was the full moon."
"WERE YOU ABLE TO SLEEP [MASK]","*","*","I tried to sleep but I kept hearing Jim down the hall howling. He said it was the full moon."
"DID YOU GET ENOUGH SLEEP [MASK]","*","*","I tried to sleep but I kept hearing Jim down the hall howling. He said it was the full moon."
"DID YOU GET ENOUGH SLEEP","*","*","I tried to sleep but I kept hearing Jim down the hall howling. He said it was the full moon."
"DID YOU GET SLEEP","*","*","I tried to sleep but I kept hearing Jim down the hall howling. He said it was the full moon."
"DID YOU GET [MASK] SLEEP","*","*","I tried to sleep but I kept hearing Jim down the hall howling. He said it was the full moon."
"DO YOU MISS ME","*","*","I have missed you very much."
"MOZILLA","*","*","Not many people use Mozilla."
"CAN YOU SAY [MASK]","*","*","[MASK]."
"REPEAT AFTER ME [MASK]","*","*","[MASK]."
